0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,14
1,15
1,16
1,19
1,20
1,21
1,22
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,12
2,17
2,20
3,4
3,5
3,6
3,7
3,8
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
4,5
4,6
4,7
4,8
4,13
4,14
4,15
4,16
4,17
4,19
4,20
4,21
4,22
5,6
5,7
5,17
6,7
6,8
6,9
6,11
6,12
6,13
6,14
6,16
6,17
6,20
7,8
7,9
7,11
7,13
7,14
7,17
7,18
7,19
7,20
8,12
8,17
8,20
8,21
8,22
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,19
9,20
9,21
9,22
10,11
10,12
10,13
10,14
10,15
10,16
10,17
10,18
10,19
10,20
11,12
11,13
11,14
11,15
11,16
11,18
11,19
11,21
11,22
12,14
12,15
12,19
12,20
12,22
13,14
13,15
13,16
13,20
13,21
13,22
14,15
14,16
14,17
14,18
14,19
14,20
14,21
14,22
15,16
15,17
15,18
15,19
15,20
15,21
15,22
16,18
16,19
16,20
16,21
16,22
17,18
17,19
17,21
17,22
18,19
18,20
18,21
18,22
19,20
19,21
19,22
20,22
21,22
1,2,3
1,2,4
1,2,5
1,2,6
1,2,7
1,2,8
1,2,9
1,2,12
1,2,20
1,3,4
1,3,5
1,3,6
1,3,7
1,3,8
1,3,14
1,3,15
1,3,16
1,3,19
1,3,20
1,3,21
1,3,22
1,4,5
1,4,6
1,4,7
1,4,8
1,4,14
1,4,15
1,4,16
1,4,19
1,4,20
1,4,21
1,4,22
1,5,6
1,5,7
1,6,7
1,6,8
1,6,9
1,6,11
1,6,12
1,6,14
1,6,16
1,6,20
1,7,8
1,7,9
1,7,11
1,7,14
1,7,19
1,7,20
1,8,12
1,8,20
1,8,21
1,8,22
1,9,10
1,9,11
1,9,12
1,9,14
1,9,15
1,9,16
1,9,19
1,9,20
1,9,21
1,9,22
1,10,11
1,10,12
1,10,14
1,10,15
1,10,16
1,10,19
1,10,20
1,11,12
1,11,14
1,11,15
1,11,16
1,11,19
1,11,21
1,11,22
1,12,14
1,12,15
1,12,19
1,12,20
1,12,22
1,14,15
1,14,16
1,14,19
1,14,20
1,14,21
1,14,22
1,15,16
1,15,19
1,15,20
1,15,21
1,15,22
1,16,19
1,16,20
1,16,21
1,16,22
1,19,20
1,19,21
1,19,22
1,20,22
1,21,22
2,3,4
2,3,5
2,3,6
2,3,7
2,3,8
2,3,17
2,3,20
2,4,5
2,4,6
2,4,7
2,4,8
2,4,17
2,4,20
2,5,6
2,5,7
2,5,17
2,6,7
2,6,8
2,6,9
2,6,12
2,6,17
2,6,20
2,7,8
2,7,9
2,7,17
2,7,20
2,8,12
2,8,17
2,8,20
2,9,12
2,9,17
2,9,20
2,12,20
3,4,5
3,4,6
3,4,7
3,4,8
3,4,13
3,4,14
3,4,15
3,4,16
3,4,17
3,4,19
3,4,20
3,4,21
3,4,22
3,5,6
3,5,7
3,5,17
3,6,7
3,6,8
3,6,13
3,6,14
3,6,16
3,6,17
3,6,20
3,7,8
3,7,13
3,7,14
3,7,17
3,7,18
3,7,19
3,7,20
3,8,17
3,8,20
3,8,21
3,8,22
3,13,14
3,13,15
3,13,16
3,13,20
3,13,21
3,13,22
3,14,15
3,14,16
3,14,17
